groupID,n_PAS,n_sig,n_big,min_padj,max_absL2FC,mean_absL2FC,dir_consensus,perGeneQ
CTTNBP2NL,13,0,0,0.821392171247045,NA,NA,NA,0.919191374493568
STT3A,8,0,0,0.821392171247045,NA,NA,NA,0.919595607698911
CTNNB1,2,0,0,0.820953799884934,NA,NA,NA,0.919677151251235
CMBL,2,0,0,0.82833169533897,NA,NA,NA,0.922622455395563
PLEKHA5,2,0,0,0.830040227805392,NA,NA,NA,0.924019465442618
MRPS14,4,0,0,0.844116216465759,NA,NA,NA,0.93895541982509
NUCB2,3,0,0,0.844004742045448,NA,NA,NA,0.939298758963049
LRRC28,2,0,0,0.844004742045448,NA,NA,NA,0.939671544045211
SERPINB9,4,0,0,0.844004742045448,NA,NA,NA,0.939729499957868
ZNF180,3,0,0,0.846228005561314,NA,NA,NA,0.941055409160122
CRTAP,6,0,0,0.844004742045448,NA,NA,NA,0.942399140415091
ARIH1,14,0,0,0.846228005561314,NA,NA,NA,0.943383202694206
SLC35E4,2,0,0,0.846228005561314,NA,NA,NA,0.943513539735114
MRI1,2,0,0,0.846228005561314,NA,NA,NA,0.943548677391333
RHNO1,4,0,0,0.844004742045448,NA,NA,NA,0.944064279962607
SRFBP1,2,0,0,0.846228005561314,NA,NA,NA,0.945280264289947
C3orf38,4,0,0,0.848313072367979,NA,NA,NA,0.945337176947372
PRR11,8,0,0,0.846228005561314,NA,NA,NA,0.945704668098128
PTPRG,5,0,0,0.846228005561314,NA,NA,NA,0.946385469360862
AP4M1,3,0,0,0.846228005561314,NA,NA,NA,0.946489955862613
SCD,3,0,0,0.844004742045448,NA,NA,NA,0.947214112286407
SIRT5,3,0,0,0.846228005561314,NA,NA,NA,0.94754814092661
SOCS4,3,0,0,0.846228005561314,NA,NA,NA,0.948136498255217
RO60,5,0,0,0.852833004202532,NA,NA,NA,0.948923533635415
UBE3A,8,0,0,0.846228005561314,NA,NA,NA,0.949406959894666
SKI,4,0,0,0.854051987590961,NA,NA,NA,0.949808108219693
MCAM,2,0,0,0.846228005561314,NA,NA,NA,0.95064770234428
RAB3B,9,0,0,0.846228005561314,NA,NA,NA,0.950848403986294
UTP25,5,0,0,0.846228005561314,NA,NA,NA,0.950905573954416
USP53,4,0,0,0.846228005561314,NA,NA,NA,0.951184671967817
AOPEP,2,0,0,0.846228005561314,NA,NA,NA,0.951400846995393
TRPS1,3,0,0,0.846228005561314,NA,NA,NA,0.951765877566982
LIPG,7,0,0,0.852833004202532,NA,NA,NA,0.951943170315721
LRRC17,3,0,0,0.846228005561314,NA,NA,NA,0.952133184577976
STAM,4,0,0,0.846228005561314,NA,NA,NA,0.952179364102117
DNAJA1,5,0,0,0.846228005561314,NA,NA,NA,0.953755237059925
MAD2L1,2,0,0,0.858515363652327,NA,NA,NA,0.953774244414866
FGFRL1,2,0,0,0.846228005561314,NA,NA,NA,0.953867495553802
YPEL5,6,0,0,0.852833004202532,NA,NA,NA,0.953882728646163
EIF4B,5,0,0,0.846228005561314,NA,NA,NA,0.954432027300769
JARID2,3,0,0,0.846228005561314,NA,NA,NA,0.954817762735704
C18orf32,4,0,0,0.846228005561314,NA,NA,NA,0.955171719114706
GPATCH1,2,0,0,0.846228005561314,NA,NA,NA,0.955234566493938
ADAT1,5,0,0,0.858515363652327,NA,NA,NA,0.955502445564235
VCP,4,0,0,0.866813580703074,NA,NA,NA,0.964921157333414
SRD5A1,4,0,0,0.871798181639967,NA,NA,NA,0.969881330374733
ARL1,5,0,0,0.883253581545688,NA,NA,NA,0.984792427779111
ENY2,6,0,0,0.883253581545688,NA,NA,NA,0.984902028047663
CACUL1,9,0,0,0.887301530535375,NA,NA,NA,0.986042646635404
ZNF200,2,0,0,0.888038702953234,NA,NA,NA,0.986399608767436
ZFX,5,0,0,0.883253581545688,NA,NA,NA,0.98734765632917
TTF2,6,0,0,0.883253581545688,NA,NA,NA,0.987355368404248
PIN4,3,0,0,0.883253581545688,NA,NA,NA,0.9877261954356
HSCB,2,0,0,0.883253581545688,NA,NA,NA,0.987861565628317
GDAP2,4,0,0,0.887301530535375,NA,NA,NA,0.987994394912549
RBM7,5,0,0,0.888735876245943,NA,NA,NA,0.988045604268902
RNF7,9,0,0,0.888735876245943,NA,NA,NA,0.98879676030708
UBE4A,2,0,0,0.889601651937895,NA,NA,NA,0.989291592260394
CXCL2,2,0,0,0.887301530535375,NA,NA,NA,0.989607507131047
ARL6,5,0,0,0.887301530535375,NA,NA,NA,0.989839945748403
